scorer,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000,DeepCut_resnet50_String_PullingJan9shuffle1_1030000
bodyparts,right ear,right ear,right ear,left ear,left ear,left ear
coords,x,y,likelihood,x,y,likelihood
0,836.7786341905594,631.069922208786,0.9999998807907104,1086.3716442584991,637.8848819732666,0.9997466206550598
1,835.9631578922272,627.9692068584263,0.9999973773956299,1091.4561995267868,625.9019374847412,0.9999997615814209
2,843.4625073671341,610.5343685150146,0.9999984502792358,1096.9897084236145,621.1182284355164,0.9999983310699463
3,844.7166723608971,601.3026866912842,0.9999986886978149,1100.0003016882692,612.3152104020119,0.9999998807907104
4,845.343310713768,596.0402579754591,0.9999997615814209,1104.9798157215118,619.1701602339745,0.9999983310699463
5,853.389412522316,579.7387989759445,0.9999957084655762,1108.7656844854355,612.0746623277664,0.9999997615814209
6,853.6000142097473,567.037410736084,0.9999998807907104,1109.090791463852,590.4111752510071,0.9999995231628418
7,845.6039777994156,561.3499038219452,0.9999997615814209,1109.8835934400558,574.1113858222961,0.9999988079071045
8,840.7228109836578,545.0295782089233,0.9999997615814209,1108.7967320680618,563.5882797241211,0.9999998807907104
9,834.1213293075562,539.8029063791037,1.0,1103.93630361557,548.3906703293324,0.9998998641967773
10,828.3860042393208,521.3453578948975,1.0,1093.6132106781006,514.2289364337921,0.9994354844093323
11,827.3222417831421,505.0207824707031,0.9999988079071045,1081.9479086399078,480.7613568305969,0.9992664456367493
12,821.7960979938507,490.9227433204651,1.0,1080.337070941925,454.868971824646,0.9999946355819702
13,823.7850384712219,471.0158987045288,0.9999998807907104,1090.3373293876648,447.3877274990082,0.9999953508377075
14,826.2699890136719,450.53285682201385,0.9999998807907104,1096.9256253242493,437.1392151117325,0.9999967813491821
15,833.7399106025696,419.65115386247635,0.9999998807907104,1103.0345821380615,430.2123100757599,0.999997615814209
16,838.8879239559174,400.6265912055969,0.9999974966049194,1104.8802347183228,415.5023741722107,0.9998984336853027
17,851.9871636983007,375.19898796081543,0.9985665678977966,1110.4876182079315,406.83167600631714,0.9999829530715942
18,849.6512880325317,372.8639162182808,0.9987654685974121,1112.3397479057312,402.76730811595917,0.9999865293502808
19,846.5455076694489,371.5999707877636,0.9999676942825317,1111.5484380722046,387.5967810153961,0.9999902248382568
20,844.4424684941769,353.6147975921631,0.9999840259552002,1105.9000420570374,372.1542481482029,0.9987402558326721
21,837.068640589714,347.610669285059,0.9999974966049194,1103.266619682312,368.89168429374695,0.9988396763801575
22,827.7417466938496,353.8475091457367,1.0,1086.7956681251526,330.00182116031647,0.9999209642410278
23,823.3665850162506,349.1719057559967,0.9999995231628418,1078.633280992508,311.1296715736389,0.999995231628418
24,823.09428358078,340.5338997244835,0.999993085861206,1081.1042923927307,307.59807816147804,0.9999997615814209
25,825.1801385879517,329.2770824432373,0.9999998807907104,1087.0563397407532,308.1178884804249,0.9999998807907104
26,825.7521340847015,323.56707364320755,1.0,1089.3757297992706,314.1113382577896,0.9999998807907104
27,833.3418891429901,301.6965090036392,0.9999986886978149,1094.2506175041199,324.0290039088577,1.0
28,836.9693130254745,292.2986018359661,0.999990701675415,1093.3687793016434,323.9913340965286,1.0
29,838.1862978935242,284.11499036848545,0.9998363256454468,1094.148907661438,324.8676092028618,1.0
30,837.1760913133621,277.675656080246,0.9999662637710571,1093.9585822820663,322.72615683078766,0.9999998807907104
31,824.6776471138,282.8629958629608,0.9999990463256836,1088.364534854889,309.42040145397186,0.9999921321868896
32,817.6984169483185,290.86920189857483,1.0,1083.8491030335426,306.8735443353653,0.9999936819076538
33,812.0111966244876,299.79542073607445,1.0,1070.4431371688843,282.5923482179642,0.9999922513961792
34,809.942437171936,306.9079610109329,1.0,1061.6725902557373,271.6061108112335,0.9999949932098389
35,808.4227576255798,310.05034160614014,1.0,1060.9310401678085,269.2023546695709,0.9999998807907104
36,809.8989953994751,300.9234427809715,1.0,1068.732780098915,276.95710277557373,0.9999971389770508
37,810.7590787410736,296.8576035499573,1.0,1072.4612324237823,285.7969994544983,0.9999990463256836
38,815.332498550415,291.08285212516785,0.9999998807907104,1077.8854460716248,296.2884302139282,0.9999994039535522
39,824.7196717262268,278.7630498409271,0.9999845027923584,1082.2713031768799,309.82640159130096,0.9999995231628418
40,819.3270865678787,278.6019639968872,0.9988742470741272,1076.9529635310173,303.71748781204224,0.9999998807907104
41,818.7909284830093,276.72230792045593,0.9998818635940552,1076.287020713091,303.65230321884155,0.9999998807907104
42,812.1315481513739,279.0595769882202,0.9999998807907104,1071.3197531700134,301.0765644311905,0.9999960660934448
43,806.2541325092316,280.55442571640015,0.9999997615814209,1069.1396577358246,296.3506717681885,0.9999898672103882
44,800.6134090423584,283.99693306628615,1.0,1063.3013157844543,284.136542275548,0.9999991655349731
45,794.5505734682083,294.2684836387634,1.0,1045.4032789468765,257.86839175224304,0.9999698400497437
46,794.464119553566,297.18329429626465,1.0,1046.9147281646729,261.2265832424164,0.9999992847442627
47,794.5287919044495,297.29660415649414,1.0,1050.9196684360504,265.0055251121521,0.999987006187439
48,797.6294071674347,297.0966558456421,1.0,1060.1852517426014,278.49605655670166,0.9999998807907104
49,799.1415557861328,296.9763927459717,0.9999998807907104,1063.4880256652832,290.2286214828491,0.9999996423721313
50,800.0965189933777,294.86795353889465,0.9999998807907104,1065.179741859436,306.50200843811035,0.9999953508377075
51,807.4944310188293,292.5156923532486,0.9998500347137451,1067.9656853191555,323.5707423388958,0.9999866485595703
52,808.023690700531,298.6182904243469,0.9999589920043945,1062.8452064990997,337.91241359710693,0.9999703168869019
53,811.7817192822695,294.4142096042633,0.9999462366104126,1064.7980239391327,340.4829931259155,0.9999216794967651
54,795.6565006971359,327.63435077667236,0.9922516942024231,1063.4732954502106,339.8048465847969,0.9999650716781616
55,802.5781810283661,308.5592850446701,0.9998382329940796,1060.7009800076485,334.5073115825653,0.9999797344207764
56,798.2098526954651,312.8006000518799,0.9999474287033081,1058.7618857622147,326.1296753883362,0.9971876740455627
57,795.9430982246995,322.4625713825226,0.9999927282333374,1062.979313135147,316.2121026366949,0.9999969005584717
58,791.0322751998901,312.32014179229736,0.9999998807907104,1055.2677202224731,306.8337559700012,0.9991661310195923
59,785.2630097866058,319.92654943466187,1.0,1044.9775094985962,284.2710590660572,0.9999973773956299
60,782.2402341365814,320.06806993484497,1.0,1039.0658440589905,278.53384470939636,0.9999837875366211
61,782.5057191848755,311.67533826828003,1.0,1041.8242983818054,282.8580492734909,0.9999716281890869
62,786.0644482374191,304.03581190109253,1.0,1053.441081047058,304.09105801582336,0.9999886751174927
63,785.1162474155426,309.91828179359436,0.9999997615814209,1052.4810576438904,300.4652519226074,0.9998743534088135
64,787.3945635557175,327.0337977409363,0.9999998807907104,1053.3536289930344,323.9331321269274,0.999998927116394
65,787.5936214923859,352.8988080024719,0.9999988079071045,1053.822098493576,344.32340955734253,0.9999580383300781
66,788.2944023609161,357.22286236286163,0.9997321963310242,1053.1593137979507,357.9121743440628,0.9997192025184631
67,786.9357349872589,363.25787538290024,0.9998100399971008,1051.9423987194896,362.02887988090515,0.9992231130599976
68,784.8210046291351,366.79227018356323,0.9996945858001709,1044.2780026495457,358.4242777824402,0.9999877214431763
69,787.3196900486946,346.88456404209137,0.9999898672103882,1050.1623315811157,358.3219380378723,0.9999667406082153
70,800.4828650951385,329.2696952819824,0.9906631708145142,1057.5453629493713,364.59555435180664,0.999998927116394
71,800.3090493679047,327.85868215560913,0.9994947910308838,1056.7133452892303,355.7750519067049,0.9999555349349976
72,797.9270629882812,328.0114426612854,0.9999969005584717,1056.9050188064575,340.73904913663864,0.9866173267364502
73,793.2163753509521,331.2053482532501,0.9999892711639404,1054.024803161621,330.0186918973923,0.9999896287918091
74,791.0860280990601,331.68162617087364,0.9999977350234985,1053.2786897420883,323.58452257514,0.9999985694885254
75,787.6927088499069,340.1118266582489,0.9999988079071045,1053.1413745880127,322.29215013980865,0.9999991655349731
76,785.6421928405762,351.0091550350189,0.9999899864196777,1047.6123638153076,327.0315532684326,0.9999909400939941
77,786.153379201889,364.64460188150406,0.9999982118606567,1048.7651014328003,346.91723215579987,0.9999994039535522
78,784.1563677787781,370.63059985637665,0.9999994039535522,1048.8984622955322,362.5331275463104,0.9999980926513672
79,787.6476459205151,364.19176195561886,0.9999955892562866,1051.6812062263489,371.9513312727213,0.9999998807907104
80,790.417400598526,373.67686688899994,0.9956241250038147,1061.348526597023,374.66217517852783,0.9999988079071045
81,803.318205177784,336.38915729522705,0.9316115975379944,1059.4256023168564,370.8653345108032,0.9999959468841553
82,804.8829898238182,334.25755739212036,0.99988853931427,1063.4348816871643,362.2236520051956,0.9999760389328003
83,804.9876357316971,333.76890647411346,0.9999634027481079,1064.2527499198914,350.47383737564087,0.9999890327453613
84,803.363384604454,334.18962001800537,0.9998446702957153,1062.9688444137573,339.2102237343788,0.9999960660934448
85,798.6623275279999,344.10514640808105,0.9999004602432251,1059.0592702031136,325.34126365184784,0.9999991655349731
86,798.6687750816345,353.70643973350525,0.9999266862869263,1055.3133027553558,311.05859541893005,0.9999922513961792
87,801.8296208381653,344.2876877784729,0.9999985694885254,1062.6666259765625,315.4408036470413,0.9999990463256836
88,809.7179334163666,336.19954347610474,0.9918619394302368,1070.7670540809631,322.2490026950836,0.9999951124191284
89,812.9806120991707,339.1948544383049,0.9967455863952637,1073.912000656128,333.9386759996414,0.9999998807907104
90,826.9731676578522,313.7102634906769,0.995810866355896,1084.5418008565903,344.0343642234802,0.9999973773956299
91,836.4095337092876,304.17949962615967,0.998802661895752,1083.1819776892662,343.2538230419159,0.9999909400939941
92,827.6719810962677,307.803080111742,0.022057494148612022,1076.5424273610115,334.27061653137207,0.9999912977218628
93,820.3444375991821,303.53355503082275,0.999995231628418,1071.3920602798462,333.23911702632904,0.9994970560073853
94,817.2649626731873,300.3797292113304,0.9999990463256836,1068.0282602515072,324.56810492277145,0.9998155236244202
95,809.897264957428,308.40941393375397,0.9999306201934814,1065.210865020752,317.63163590431213,0.9942284822463989
96,800.333432674408,326.8961203098297,1.0,1056.708463191986,313.1151649951935,0.9998617172241211
97,799.5237472057343,328.7525324821472,1.0,1048.0803852081299,295.5111668109894,0.9999961853027344
98,797.74067735672,328.2787456512451,1.0,1044.9060170650482,285.4351143836975,0.9999959468841553
99,791.2442181110382,323.99250289425254,0.9990314245223999,1044.6163399219513,284.9880068898201,0.9999986886978149
100,789.4978539943695,326.2054500579834,0.9999978542327881,1044.988741517067,296.7379503250122,0.9999992847442627
101,788.5522912740707,329.1061677932739,0.9999921321868896,1046.7057399749756,310.0360896587372,1.0
102,789.2210884094238,333.75701010227203,0.9999967813491821,1046.395565032959,319.15855050086975,0.9999991655349731
103,793.671117067337,319.1572871208191,0.9997262358665466,1048.203284740448,318.3337664604187,0.999998927116394
104,804.359139829874,301.51958870887756,0.9999405145645142,1056.63037109375,318.9340901374817,0.9999898672103882
105,732.7525981664658,1006.1648244857788,0.08489683270454407,1066.9414039850235,322.6638375520706,0.9999911785125732
106,821.7064142227173,266.13664734363556,0.9842818379402161,1068.5667174458504,316.92197823524475,0.9997456669807434
107,814.831200838089,270.78910422325134,0.9994969367980957,1066.1312170028687,310.2667157649994,0.9999878406524658
108,809.7801020145416,275.97539450600743,0.9985688924789429,1064.128833770752,308.8894839286804,0.9999918937683105
109,801.4478840827942,284.9238911271095,0.999742329120636,1059.2709179520607,299.5653681755066,0.999984622001648
110,794.4733457565308,291.3632279038429,0.9999994039535522,1052.2521391510963,291.11912113428116,0.9999781847000122
111,791.4405879974365,302.4596223831177,0.9999942779541016,1045.2734797000885,276.82997900247574,0.9999980926513672
112,788.2025757730007,312.8497438430786,0.9999996423721313,1040.3599491119385,278.3834195137024,0.9999986886978149
113,787.0981873869896,322.8852027654648,0.9999995231628418,1045.59894156456,290.23892533779144,0.9999998807907104
114,787.2672144174576,327.98920130729675,0.9999825954437256,1041.9746227264404,297.59286975860596,0.9999985694885254
115,789.7552227973938,327.5911865234375,0.9985735416412354,1048.7656073570251,311.46531105041504,0.9999992847442627
116,795.9157483577728,324.78979605436325,0.998930037021637,1054.5239386558533,326.6019904613495,0.9999938011169434
117,807.2850182056427,303.47910356521606,0.9952523708343506,1060.7858992815018,333.96391582489014,0.9999985694885254
118,811.1562938690186,299.2873167991638,0.9998948574066162,1063.3626079559326,333.4881922006607,0.9998145699501038
119,810.8820979595184,298.3503407239914,0.9999508857727051,1064.0495891571045,332.5086894631386,0.9999638795852661
120,813.4156107902527,294.77255058288574,0.9999986886978149,1066.4461829662323,331.9811237361282,0.9999980926513672
121,810.0602995157242,297.91076135635376,0.99998939037323,1067.0368748903275,326.09420943260193,0.9999428987503052
122,810.8647667169571,302.2324061393738,0.9999943971633911,1068.6976726055145,323.39762729406357,0.999943733215332
123,804.2072443515062,310.1081964969635,0.9999998807907104,1060.4262637794018,302.06564140319824,0.9999830722808838
124,801.6275777816772,316.66986668109894,0.9999998807907104,1059.495176434517,291.88152585178614,0.8350204825401306
125,801.9820766448975,335.63344073295593,0.9999634027481079,1055.041434764862,291.57419139146805,0.9999990463256836
126,801.9248793125153,343.5868365764618,0.9970473647117615,1053.1614632606506,302.05338644981384,0.9998588562011719
127,798.5360522270203,365.31771063804626,0.9869245290756226,1053.6129630804062,326.4737687110901,0.9999978542327881
128,789.9449495077133,396.51559549570084,0.9797959327697754,1045.0287741422653,335.3827385902405,0.9952680468559265
129,780.0590196549892,426.813023686409,0.999968409538269,1028.5366061329842,371.14533692598343,0.00010453729919390753
130,772.0681739747524,455.0163495540619,0.9182032942771912,764.4367654919624,458.7698892354965,0.0002120225690305233
131,768.1396372318268,493.3998600244522,0.999991774559021,1008.0726985931396,435.83381202816963,0.937842071056366
132,764.6206269264221,528.91162276268,0.9998390674591064,996.862424492836,482.86267840862274,0.9971912503242493
133,762.6108453273773,567.4917984008789,0.9981231093406677,980.37056016922,531.9980868803104,0.10348904132843018
134,759.0248625278473,619.8057116419077,0.9999816417694092,977.5108113288879,578.7547546625137,0.0004357092548161745
135,755.757614299655,664.340024471283,0.999990701675415,968.1120357513428,621.9351416826248,0.8055391311645508
136,757.1614390611649,713.8038942813873,0.9999910593032837,963.3935507535934,673.1645889282227,0.9068495631217957
137,765.048170208931,764.0985770002007,0.999962568283081,964.6564374566078,738.6033098697662,0.22821059823036194
138,779.2550867199898,805.1065317392349,0.8595938682556152,967.8796718120575,788.9818388223648,0.9424644112586975
139,787.3212671279907,838.0683135986328,0.011268559843301773,971.908077172935,820.2209193706512,0.1537064164876938
140,765.9506652355194,868.0482504889369,0.003196433885022998,967.9022498130798,838.4792792797089,0.9011859893798828
141,771.3697751760483,882.346794962883,0.27437275648117065,979.8932628855109,875.0679097175598,0.5844188332557678
142,767.5047240257263,885.8903143405914,0.965031623840332,982.6201674938202,877.6252388954163,0.6356313228607178
143,771.6028992533684,886.463677406311,0.995711088180542,988.9715129733086,882.9823936223984,0.9981464147567749
144,787.7256525754929,884.9602337479591,0.9388981461524963,998.7489914894104,875.9787571337074,0.9639528393745422
145,786.9593034982681,887.0625042915344,0.831693708896637,1007.9196591377258,876.6048431992531,0.9912119507789612
146,797.9740265607834,884.1108550131321,0.9999960660934448,1016.1872701644897,875.5545352995396,0.9998749494552612
147,805.693022608757,879.4873609542847,0.9999676942825317,1027.7620766460896,869.8785464763641,0.9999985694885254
148,812.428748935461,869.6557384729385,0.9999933242797852,1032.7887513637543,865.0167202949524,0.9999972581863403
149,818.5779031515121,867.8498508483171,0.9999802112579346,1039.6689279079437,867.3326003551483,0.9999926090240479
150,828.9127282500267,866.6901202201843,0.9999758005142212,1046.2875034809113,869.9195847511292,0.9999988079071045
151,833.8137164115906,869.618915438652,0.9999769926071167,1053.5636532306671,875.5163460671902,0.9999980926513672
152,832.1270022392273,868.8026253581047,0.9999772310256958,1053.242026925087,871.2751162052155,0.9999969005584717
153,831.7688274383545,869.8391013145447,0.9999986886978149,1055.181983947754,869.165910243988,0.9999970197677612
154,828.0951751023531,856.1441369056702,0.9999923706054688,1053.82382273674,867.115775167942,0.9999978542327881
155,821.4188109636307,852.7162727117538,0.999991774559021,1053.9342375993729,866.1598509550095,0.9999853372573853
156,819.210741519928,850.0535304546356,0.9999744892120361,1046.9778907299042,864.708860874176,0.9999977350234985
157,816.4856925010681,851.4000244736671,0.9999967813491821,1045.9738436937332,864.6571485996246,0.9999988079071045
158,815.1071166992188,850.1856908798218,0.9999974966049194,1045.3451895713806,862.3692135810852,0.9999967813491821
159,805.6833270788193,854.0271031856537,0.9953816533088684,1042.2282835245132,856.1930634975433,0.999984860420227
160,804.09604395926,850.6196657419205,0.9999850988388062,1015.6653397083282,814.7040524482727,0.9994608759880066
161,799.2333245277405,839.9184718132019,0.9999918937683105,1022.4334726333618,798.5818939208984,0.9973738193511963
162,794.0027265548706,819.379546880722,0.9999746084213257,1015.5007939338684,764.1469747722149,0.9312763810157776
163,780.386336684227,793.7236671447754,0.9999774694442749,994.8454995155334,732.2554078102112,0.350943922996521
164,769.9616048336029,788.7069563269615,0.9999635219573975,993.1010863780975,722.2526625394821,0.7772367596626282
165,777.4322714805603,760.5438575744629,0.9994595646858215,973.8330646753311,670.6111240386963,0.887997031211853
166,789.5225489139557,735.9779191017151,0.9999420642852783,993.195127248764,657.4779922962189,0.9992296695709229
167,811.1381120085716,710.8633694648743,0.9999856948852539,1011.8348538726568,643.7492543458939,0.9999998807907104
168,813.186909198761,694.3725447654724,0.99998939037323,1016.2832446098328,630.6853268146515,0.9999998807907104
169,811.6810991764069,680.3098158836365,0.9999808073043823,1014.7719342708588,616.647647857666,0.9999998807907104
170,827.60927978158,662.2727000713348,0.9999611377716064,1016.8094854354858,598.4392466545105,0.9999994039535522
171,851.8031637817621,646.8848211765289,0.9985068440437317,1033.5480029582977,584.1639318466187,0.9999995231628418
172,876.4877540767193,631.2727799415588,0.9996359348297119,1059.328292787075,576.9852967262268,1.0
173,890.8711829185486,617.0517497062683,0.9998020529747009,1080.6662683486938,567.0054621696472,0.9999998807907104
174,903.0693492889404,608.44557762146,0.9996726512908936,1093.6979568004608,557.2672853469849,1.0
175,919.7752017974854,598.4120907783508,0.9999971389770508,1103.155147075653,547.7334560751915,0.9999998807907104
176,926.1058673858643,583.9987761974335,0.9999624490737915,1118.161610364914,536.1481184959412,0.9998880624771118
177,924.8872938156128,577.1805934906006,0.9999853372573853,1126.2831180095673,517.5466328859329,0.9999997615814209
178,929.4939653873444,559.787431716919,0.9999665021896362,1125.0018054246902,504.2471537590027,0.9999997615814209
179,927.8391704559326,541.6401326656342,0.9999971389770508,1131.222255885601,495.5307378768921,0.974284291267395
180,922.4705305099487,533.6286481618881,1.0,932.1661389023066,536.861658334732,3.4375225368421525e-05
181,913.0247430801392,519.3020107746124,0.9999990463256836,908.553396821022,529.4502618312836,7.491956057492644e-05
182,898.8627676963806,511.8679232597351,0.9999785423278809,884.500540137291,501.482878446579,0.00013153591135051101
183,894.8125538825989,486.1841459274292,0.9998635053634644,885.7795329093933,506.05364894866943,0.0001178114180220291
184,883.3512915372849,469.1972926855087,1.0,1045.4142289161682,866.2404103279114,0.0006315361824817955
185,882.2372316122055,465.860631942749,0.9999997615814209,1046.1816318035126,850.5647977590561,0.004454501438885927
186,876.3325805068016,465.79235219955444,0.9999717473983765,877.1357070207596,467.22969138622284,0.0003252795140724629
187,874.4505766630173,454.8211393356323,0.9999834299087524,852.082900814712,453.04199171066284,0.00012406638415995985
188,862.767641544342,456.2984709739685,0.9999450445175171,861.1067668199539,466.77163314819336,0.0002845586568582803
189,854.4409894943237,451.8849993273616,0.9999703168869019,835.5939306020737,453.5124580860138,0.0001938418427016586
190,852.1791472285986,440.4267625808716,0.9952012300491333,835.237606048584,437.98869836330414,0.0004626736626960337
191,845.55668592453,416.4887990951538,0.8868109583854675,1063.0653717517853,589.7929762601852,0.0020218128338456154
192,837.1180293560028,405.1080787181854,0.9987232089042664,836.377050280571,419.21155869960785,9.543074702378362e-05
193,831.2513303756714,389.9711550474167,0.999653697013855,1012.8699875473976,614.2968456745148,0.00041821159538812935
194,830.0950825214386,372.33137035369873,0.9999212026596069,994.5632280111313,629.6043070554733,0.0025454184506088495
195,915.1274892091751,526.2673828601837,0.999666690826416,979.9959695702419,643.6625964939594,0.21125644445419312
196,835.7976128757,340.4306652843952,0.9999996423721313,1083.2852747440338,341.6170048713684,0.9874836206436157
197,842.1256923675537,341.9210468530655,1.0,1083.1697520017624,341.5119928121567,0.9999977350234985
198,847.3218824863434,356.7383400797844,0.9999618530273438,1086.1487019062042,354.78004026412964,0.9999966621398926
199,861.264302611351,362.6828336715698,0.9998753070831299,1090.0561591386795,374.013632774353,1.0
200,868.3664727210999,393.7657423019409,0.9977587461471558,1101.0000208616257,395.63939663767815,0.17033037543296814
201,867.8209585100412,432.99967432022095,0.9992042183876038,862.4913594722748,440.94993138313293,0.0004289346106816083
202,875.5891696214676,453.2774648666382,0.9996988773345947,860.4655764997005,446.6156339645386,0.00026788428658619523
203,878.1452050209045,471.3708806037903,0.9999996423721313,877.22764980793,481.67994260787964,0.00047814316349104047
204,884.2778887450695,470.93859910964966,0.9999768733978271,860.0837458223104,475.6552604138851,0.00013660867989528924
205,891.9351540356874,475.5221586227417,0.9999973773956299,1123.1997129917145,465.87950682640076,1.0
206,900.2347562760115,482.9442768096924,0.9999985694885254,1129.4049112796783,466.19151079654694,1.0
207,914.0499324798584,493.64164304733276,0.9999417066574097,1145.2426962852478,479.45355463027954,0.9999890327453613
208,924.2777589559555,503.0039396286011,0.9999998807907104,1156.408535093069,496.72402238845825,0.9999997615814209
209,931.9292609468102,516.7768251895905,0.9999945163726807,1164.4511150419712,515.869457885623,0.9999991655349731
210,938.1233919858932,534.2550332546234,0.9995216131210327,1171.1785795092583,546.0635806322098,0.9999996423721313
211,933.2963049411774,551.1628978252411,0.9218363165855408,1181.553757071495,578.3641465902328,0.9999232292175293
212,947.5039071440697,573.3326508998871,0.9999996423721313,1189.5363372564316,617.7844634056091,0.998849630355835
213,937.7930862903595,603.5553269684315,0.9992942810058594,1188.1337277293205,644.7124469280243,0.9994539618492126
214,940.9535880684853,604.1631951332092,0.9999972581863403,942.3271887302399,609.2394487857819,0.00015173164138104767
215,941.1075427532196,614.3807277679443,0.9999009370803833,1183.8694128990173,736.4643976688385,0.0008909425232559443
216,944.6952757835388,636.4607422351837,4.94458872708492e-05,942.538083076477,635.4572318196297,3.5284843761473894e-05
217,926.9111955165863,653.7367254495621,0.9597377777099609,924.2535482943058,652.1439415216446,0.00046995742013677955
218,915.9584937803447,662.1695828437805,0.6237167119979858,906.6202946901321,654.424919128418,6.242803647182882e-05
219,1019.9172785803676,620.5550221800804,0.043740615248680115,918.6504755020142,1003.3113870024681,0.00025831483071669936
220,920.4712426662445,693.9548523426056,0.48532983660697937,910.9560739994049,699.6023992598057,8.586748299421743e-05
221,916.2458470910788,686.152569770813,0.9927001595497131,919.5999093055725,685.1151982545853,0.00017171556828543544
222,908.6430749893188,675.8188556134701,1.0,852.5898206830025,1005.3349158763885,0.00046782742720097303
223,903.2700531482697,663.3191430568695,1.0,913.7591853141785,661.1871862411499,0.018363963812589645
224,896.4312372207642,649.1564927101135,1.0,902.2187316417694,645.7081210613251,0.0012263632379472256
225,890.6395032405853,641.0636594295502,1.0,1054.7577917575836,677.3357384204865,0.007653805427253246
226,891.0564597845078,631.1455523967743,0.9999663829803467,900.1557305455208,630.2037770748138,0.7633637189865112
227,892.9251607060432,623.7047185897827,0.9986982345581055,901.1482906341553,624.4755809307098,0.9879835844039917
228,891.5595206320286,613.8636447191238,0.9997915625572205,902.100152015686,612.7345517277718,0.7660248875617981
229,891.0641847848892,605.7906379699707,0.9999998807907104,1044.5147733092308,638.0780122280121,0.014945843257009983
230,884.4559607207775,610.6436998844147,1.0,896.0339705944061,610.5819869041443,0.002209070837125182
231,882.4461306333542,627.2019229531288,0.9999961853027344,885.9853670597076,621.3529541492462,0.001863402663730085
232,878.3183615207672,644.2516656816006,0.9999971389770508,885.5837697982788,642.4296473264694,0.0021167395170778036
233,874.73290848732,652.6797203421593,0.9999252557754517,881.5308644771576,651.5156383812428,0.08123418688774109
234,869.6433243751526,660.084730528295,0.9999802112579346,876.8558306097984,659.5210338532925,0.026736369356513023
235,866.5178674459457,665.4118297100067,0.9999939203262329,875.0475207567215,662.6084032058716,0.10895486176013947
236,866.8383631706238,666.1688933372498,0.999994158744812,875.5257965326309,663.392580986023,0.07176592946052551
237,866.0981411933899,667.2979146242142,0.9999998807907104,876.2449754327536,663.8275508880615,0.009306538850069046
238,867.1659269928932,665.5922927856445,0.999998927116394,879.7519879341125,663.0794882774353,0.14936563372612
239,863.6463460922241,666.945538520813,0.9999728202819824,996.2823603749275,813.0483078956604,0.06606306880712509
240,852.1584753394127,667.4538189172745,0.9999532699584961,865.702883720398,663.9940044879913,0.015596922487020493
241,829.6913825273514,673.794947385788,0.9994943141937256,974.2727377414703,818.1380729675293,0.5581963658332825
242,817.9111230373383,685.1119664907455,0.9969165325164795,963.5470607876778,825.2927346229553,0.9418042302131653
243,802.8198463916779,704.5858840942383,0.9997523427009583,966.6508865356445,836.3658966124058,0.9296650886535645
244,788.5563658475876,734.8237295150757,0.1150364875793457,979.5108291506767,851.1931105852127,0.577675998210907
